Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
517,6,2,14,"00:09:16,438","00:09:36,758",Client,"What was the same about her? I didn't know who I was talking to. She had no shoes. She had given them away, it turns out. She was so thin. She had this child in her arms... a little girl hanging in her arms like a sack of potatoes.",anger,Open question,15,,,,,,,,,,,,,
517,7,2,14,"00:09:42,782","00:09:44,695",Client,"This is where she's living, Paul.",disgust,Open question,23,,,,,,,,,,,,,
518,0,2,14,"00:09:45,044","00:09:48,975",Client,This is where my daughter has chosen to live... some hellhole near Goma.,disgust,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
518,1,2,14,"00:09:52,842","00:10:11,999",Client,"I don't think I spoke right away. I just stood there looking at her. Finally she got scared. She said, What is it? Mom? Is mom all right? And I said, Your mother's fine. She said, What are you doing here? And I said, I've come to take you home. Get your stuff.",disgust,Open question,2,,,,,,,,,,,,,
518,2,2,14,"00:10:12,124","00:10:39,722",Client,"No. At first she was... distant. Dad, I can't leave right now. I have to finish a procedure. As if she'd got some medical degree in the last month. She said she'd meet me for dinner in a few hours in the big tent. Then she pointed in the direction of some little shacks in case I wanted to lie down. She was living in one of those shacks. They looked like outhouses and she was sleeping there.",disgust,Approval,10,,,,,,,,,,,,,
518,8,2,14,"00:10:55,943","00:10:57,717",Client,"Well, I didn't wait for dinner.",neutral,Open question,25,,,,,,,,,,,,,
519,0,2,14,"00:10:57,842","00:11:56,631",Client,"I went back into the shack and I took all her stuff and... I put it in the jeep. I just... I just wanted to take it back with me to Kigali and at least have her clothes cleaned. I wanted to go back to the hotel that night and... take her to dinner and maybe talk some sense into her. The next thing I know, she's... tearing across this field, screaming at me insane stuff... How I'm trying to control her, how I don't respect her, how she's worked so hard to build up trust with these people and now... they're gonna think that she's some neocolonialist like me. And there was something about Connie I'm not even going to repeat. I swear to god, Paul, it took everything I had not to slap her. Instead I just said, Don't you ever speak about your mother like that. Then... she broke down and started to cry.",neutral,Open question,0,,,,,,,,,,,,,
519,1,2,14,"00:11:59,732","00:12:12,075",Client,"I put my arms around her. I said, Natalie, we're going home. And then... she told me to go fuck myself.",depression,Open question,22,,,,,,,,,,,,,
519,2,2,14,"00:12:22,350","00:12:24,100",Client,"She broke my heart, Paul.",depression,Open question,27,,,,,,,,,,,,,
520,0,2,14,"00:12:26,097","00:12:27,547",Client,She broke my heart.,depression,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
520,1,2,14,"00:12:40,915","00:13:20,882",Client,"She made that pretty clear. I got an email from her when I got back to the hotel. It turns out that I'm domineering, obsessive, that I'm the cause of all her anxieties, that it's impossible to thrive or grow around me, and... that's why she had to go away and now I'm... ruining her only chance to free herself from me. Now you see why I went over there? I sensed this was coming from earlier emails. You know, hearing that email makes me...",depression,Guiding the Pace and Depth of the Conversation,2,,,,,,,,,,,,,
520,6,2,14,"00:13:39,691","00:13:42,946",Client,I'm sorry if I offended you.,neutral,Interpretation,18,,,,,,,,,,,,,
520,12,2,14,"00:13:55,051","00:13:55,890",Client,Right?,neutral,Interpretation,25,,,,,,,,,,,,,
521,0,2,14,"00:14:11,499","00:14:16,394",Client,But what are you saying? I never try to control Natalie. I gave her whatever she wanted.,neutral,Approval,0,,,,,,,,,,,,,
521,15,2,14,"00:14:55,581","00:14:57,781",Client,Can't a father worry about his own daughter?,anger,Approval,17,,,,,,,,,,,,,
521,21,2,14,"00:15:18,435","00:15:25,070",Client,"It's all right. These work pretty quick. Xanax, it's...",anger,Interpretation,24,,,,,,,,,,,,,
522,0,2,14,"00:15:26,398","00:15:37,462",Client,Dr. Wells gave me the prescription. Thank God he did. Otherwise I'd never have been able to... get out of that place.,anger,Open question,0,,,,,,,,,,,,,
522,2,2,14,"00:16:02,706","00:16:40,912",Client,"Later. I woke up in the middle of the night in a cold sweat. I had a nightmare... that Natalie was gone. Then I looked around me and with the... jetlag and the fatigue, I had no idea where I was for a minute. I thought I was... back in my parents' house, in Tommy's room, with all his sports trophies and awards. I just couldn't stay in that room another second. I had to get out of there. I was having trouble breathing. And then I remembered the pills.",depression,Guiding the Pace and Depth of the Conversation,6,,,,,,,,,,,,,
522,6,2,14,"00:16:52,994","00:16:54,894",Client,He's been on my mind lately.,depression,Guiding the Pace and Depth of the Conversation,24,,,,,,,,,,,,,
522,8,2,14,"00:17:05,119","00:17:08,819",Client,You said that you woke up and you felt that you had to get out.,neutral,Restatement,27,,,,,,,,,,,,,
522,11,2,14,"00:17:17,419","00:17:19,019",Client,My folks had the pain.,depression,Restatement,31,,,,,,,,,,,,,
523,0,2,14,"00:17:17,419","00:17:23,041",Client,"My folks had the pain. With all due respect, when parents lose a child it kills them.",depression,Interpretation,0,,,,,,,,,,,,,
523,11,2,14,"00:17:59,020","00:18:01,707",Client,What does this have to do with Natalie?,anger,Interpretation,13,,,,,,,,,,,,,
523,19,2,14,"00:18:26,938","00:18:29,126",Client,"He died, Paul. Jesus.",anger,Approval,22,,,,,,,,,,,,,
523,25,2,14,"00:18:42,558","00:18:44,956",Client,God forbid.,disgust,Interpretation,29,,,,,,,,,,,,,
524,0,2,14,"00:18:42,558","00:18:53,548",Client,"God forbid. There's no comparison. There's a big difference. When a child dies, he's gone.",disgust,Restatement,0,,,,,,,,,,,,,
524,1,2,14,"00:18:58,278","00:19:30,150",Client,"It wasn't the same. I was trying to find her. I knew that no matter how bad I felt, I had to put myself aside and think only of Natalie. I took the pills. And somehow it passed. And... I dragged myself back to the hotel lobby and I went online in the business center. That's when I read her emails and I realized... I realized...",depression,Open question,5,,,,,,,,,,,,,
524,3,2,14,"00:19:36,839","00:19:39,489",Client,I realized that she didn't need me at all.,anger,Interpretation,17,,,,,,,,,,,,,
524,4,2,14,"00:19:43,276","00:19:47,297",Client,She's done with her old man. I'm a booster rocket.,anger,Restatement,19,,,,,,,,,,,,,
524,5,2,14,"00:19:51,232","00:19:55,334",Client,Did I? I'm sure I also said that Natalie was different. I'd have to agree with you.,neutral,Self-disclosure,22,,,,,,,,,,,,,
524,8,2,14,"00:20:06,415","00:20:09,189",Client,By telling me to go fuck myself?,anger,Self-disclosure,27,,,,,,,,,,,,,
525,0,2,14,"00:20:45,829","00:20:48,997",Client,She's having a hard time? What about me?,anger,Open question,0,,,,,,,,,,,,,
525,1,2,14,"00:20:49,484","00:21:14,314",Client,"I didn't. I woke up the next morning to a barrage of incoming faxes, phone calls, emails, outbreaks of diarrhea, children in hospitals possibly from formula contaminated at one of our plants. I'd gotten out in front of this! I leave for a few days and... it's like they were just waiting for me to turn my back.",anger,Communication Skills,3,,,,,,,,,,,,,
525,3,2,14,"00:21:27,981","00:21:46,339",Client,"<i>Hello, this is Mr. Barnett's assistant, Marie.</i> <i>It's urgent that he speaks with Burt.</i> <i>If he calls me, I can patch him through.</i> Back to battle stations. I'd better be going. Thank you. 26 messages.",neutral,Communication Skills,13,,,,,,,,,,,,,
525,4,2,14,"00:21:50,492","00:21:56,397",Client,"I'll be fine. They can't get rid of me, Paul. Après moi, le déluge.",neutral,Communication Skills,21,,,,,,,,,,,,,
525,5,2,14,"00:21:59,449","00:22:15,208",Client,"That's a lot of pressure. The glue, Paul, the glue. Just look what happened when I left. I guess... my daughter can survive without me but... the Donaldsons can't.",neutral,Structuring the therapy,24,,,,,,,,,,,,,
525,6,2,14,"00:22:22,680","00:22:25,454",Client,"Yeah, and thanks again. You're welcome.",neutral,Structuring the therapy,31,,,,,,,,,,,,,
526,3,2,15,"00:04:38,014","00:04:40,647",Client,That's just what Tammy asked me. Do I seem...,neutral,Communication Skills,3,,,,,,,,,,,,,
526,4,2,15,"00:04:40,815","00:04:52,939",Client,"I'm not. My father's sick. Okay, that's not true. He's past sick. He's got late-stage Parkinson's.",depression,Communication Skills,5,,,,,,,,,,,,,
526,5,2,15,"00:04:53,619","00:04:56,454",Client,"That's so easy to say, isn't it?",anger,Approval,10,,,,,,,,,,,,,
526,6,2,15,"00:05:02,420","00:05:13,972",Client,Forget it. Thank you. I'm sorry I snapped.,anger,Open question,12,,,,,,,,,,,,,
526,7,2,15,"00:05:14,140","00:05:51,980",Client,"Does it matter when I saw him? I try to talk to him, but he's... He's not there. Or maybe he is and he's just choosing to... To hide. Remind me again where he lives. He's been in the same nursing home for the last 2 years. It's called Valley Haven, but it's not in a valley and it's not a haven. It's filled with dead men walking and pissed off nurses.",anger,Open question,16,,,,,,,,,,,,,
526,8,2,15,"00:05:52,105","00:05:58,815",Client,"He's in pain, I'm in pain, the whole fucking world's in pain. Lucky for him I'm there to pay the bill.",anger,Open question,27,,,,,,,,,,,,,
527,0,2,15,"00:05:52,105","00:06:04,981",Client,"He's in pain, I'm in pain, the whole fucking world's in pain. Lucky for him I'm there to pay the bill. Long as I do, he gets to take his nap twice a day. How did we get on to this? Jesus.",anger,Open question,0,,,,,,,,,,,,,
527,1,2,15,"00:06:09,041","00:06:19,796",Client,You know what I think? I think he mishandled his finances deliberately so that I'd have to take care of him. He threw himself at my mercy.,anger,Open question,5,,,,,,,,,,,,,
527,3,2,15,"00:06:22,875","00:06:34,302",Client,I don't know. I talked to my brother Patrick. He said my father seemed a little bit... off somehow. Like Patrick would know what that was.,neutral,Open question,10,,,,,,,,,,,,,
527,4,2,15,"00:06:36,847","00:06:40,747",Client,"He goes over there and he eats his dinner, according to the nurses.",neutral,Open question,14,,,,,,,,,,,,,
527,5,2,15,"00:06:44,280","00:06:48,566",Client,I don't really care who eats his dinner. I just...,anger,Open question,16,,,,,,,,,,,,,
527,6,2,15,"00:06:58,723","00:07:06,859",Client,I was going to say I'm just waiting for the man to die. You asked.,anger,Approval,19,,,,,,,,,,,,,
527,9,2,15,"00:07:20,326","00:07:40,358",Client,"I mean, it's not like he was this great father who got Parkinson's and disappeared. He was never present in my life. Somebody could always eat his dinner for all he cared. He ate at the hospital, he said. My mother stopped setting a place for him at the table when I was six years old.",anger,Open question,24,,,,,,,,,,,,,
527,10,2,15,"00:07:42,830","00:07:45,680",Client,"I'm sure there were, but the man wasn't there.",anger,Restatement,32,,,,,,,,,,,,,
527,12,2,15,"00:07:49,219","00:07:58,380",Client,"What, like... Like he was supposed to be the man of the house only I had to do that job for him?",anger,Restatement,35,,,,,,,,,,,,,
527,13,2,15,"00:08:03,809","00:08:05,893",Client,I asked Tammy about him. You know what she said?,neutral,Restatement,39,,,,,,,,,,,,,
527,14,2,15,"00:08:09,731","00:08:17,461",Client,"She said that the first time that she saw him, she thought he looked just like the man was supposed to look.",anger,Restatement,41,,,,,,,,,,,,,
528,0,2,15,"00:08:17,948","00:09:23,429",Client,"So the man came from Tammy? Her father died that year. I don't know, maybe she was fantasizing about my father. Actually, I'm sure she was. She wanted to live in my apartment and I wanted to live in hers. Anyway, Tammy and I, we... We went out for coffee and I did what we talked about last week. I asked her what she remembered about that Christmas Eve, the night that my mother tried to... Tried to kill herself. Anyway, it turns out that Tammy remembers, but in a really crazy way. A lot of it was what I remembered, that my mother was at home, she was asleep, I was at Tammy's, we ate the cookies, we were singing. And then Tammy and I went... to her room to talk, but after a few minutes I jumped off the bed and ran down the hall to check on my mother.",anger,Open question,0,,,,,,,,,,,,,
528,1,2,15,"00:09:27,113","00:09:46,160",Client,"She says that I came right back and that I was really upset. That my mother was sick and my father was with her, waiting for an ambulance. By the time Tammy and I went back, my father had already gone to the hospital with my mother, so Tammy's mother brought us to the hospital.",neutral,Restatement,23,,,,,,,,,,,,,
528,3,2,15,"00:09:55,977","00:09:56,837",Client,I guess.,neutral,Open question,31,,,,,,,,,,,,,
528,4,2,15,"00:09:57,074","00:10:04,952",Client,"No, I believe it. Why would Tammy lie? It just doesn't add up.",neutral,Interpretation,33,,,,,,,,,,,,,
528,6,2,15,"00:10:12,109","00:10:13,109",Client,But...,neutral,Open question,37,,,,,,,,,,,,,
529,0,2,15,"00:10:13,548","00:10:26,492",Client,"that was also kinda strange. Tammy said that he was always calling her mother to check on us. Well, of course he was. It must have been a fucking lot easier than coming over and seeing for himself.",neutral,Restatement,0,,,,,,,,,,,,,
529,1,2,15,"00:10:30,398","00:10:35,799",Client,"So, yeah, he called the ambulance, so what? He happened to drop in one night when...",anger,Interpretation,5,,,,,,,,,,,,,
529,3,2,15,"00:10:40,987","00:10:50,673",Client,"What difference does it make if he was there one fucking night? What about all the other nights? The nights when he was off with his girlfriend, when I was at home, guarding my mother?",anger,Open question,9,,,,,,,,,,,,,
529,5,2,15,"00:10:55,688","00:11:00,925",Client,"Yeah, he played... He played sports. What kind of sports? Baseball.",neutral,Open question,15,,,,,,,,,,,,,
529,6,2,15,"00:11:01,176","00:11:07,984",Client,"No, I didn't. Can you see me trying to drag this lonely, crying woman out to a ballpark?",anger,Restatement,19,,,,,,,,,,,,,
529,9,2,15,"00:11:15,862","00:11:20,131",Client,"After my father left, Patrick didn't even... sleep at home very much.",neutral,Open question,25,,,,,,,,,,,,,
